"Judet","Localitate","Cod Siruta","SRC: https://data.gov.ro/dataset/unitati-administrativ-teritoriale-coduri-siruta/resource/6772b5e3-2444-4bf2-8dcb-162fce602d28?view_id=f1d92021-8b11-4f0c-adcb-4fe3a265c4fd"
"Caras-Severin","Pojojena",53513,
"Caras-Severin","Prigor",53577,
"Caras-Severin","Ramna",53639,
"Caras-Severin","Racajdia",53675,
"Caras-Severin","Rusca Montana",53728,
"Caras-Severin","Sacu",53755,
"Caras-Severin","Sasca Montana",53791,
"Caras-Severin","Sichevita",53853,
"Caras-Severin","Slatina Timis",54056,
"Caras-Severin","Socol",54109,
"Caras-Severin","Sopotu Nou",54163,
"Caras-Severin","Teregova",54270,
"Caras-Severin","Ticvaniu Mare",54305,
"Caras-Severin","Tirnova",54350,
"Caras-Severin","Toplet",54387,
"Caras-Severin","Turnu Ruieni",54412,
"Caras-Severin","Valiug",54485,
"Caras-Severin","Varadia",54500,
"Caras-Severin","Vermes",54537,
"Caras-Severin","Vrani",54573,
"Caras-Severin","Zavoi",54617,
"Caras-Severin","Zorlentiu Mare",54699,
"Caras-Severin","Ocna De Fier",50987,
"Calarasi","Calarasi",92569,
"Calarasi","Oltenita",100610,
"Calarasi","Budesti",101458,
"Calarasi","Fundulea",103032,
"Calarasi","Lehliu Gara",93888,
"Calarasi","Al.Odobescu",94125,
"Calarasi","Belciugatele",101083,
"Calarasi","Borcea",92961,
"Calarasi","Cascioarele",101724,
"Calarasi","Chirnogi",101804,
"Calarasi","Chiselet",101822,
"Calarasi","Ciocanesti",93085,
"Calarasi","Crivat",180055,
"Calarasi","Curcani",102419,
"Calarasi","Cuza Voda",93281,
"Calarasi","Dichiseni",93325,
"Calarasi","Dorobantu",93441,
"Calarasi","Dor Marunt",93370,
"Calarasi","Dragalina",93487,
"Calarasi","Dragos Voda",93539,
"Calarasi","Frasinet",102838,
"Calarasi","Frumusani",102945,
"Calarasi","Fundeni",103014,
"Calarasi","Galbinasi",179962,
"Calarasi","Gradistea",93664,
"Calarasi","Gurbanesti",103568,
"Calarasi","Ileana",103764,
"Calarasi","Independenta",93771,
"Calarasi","Jegalia",93815,
"Calarasi","Lehliu Sat",93851,
"Calarasi","Luica",104083,
"Calarasi","Lupsanu",93931,
"Calarasi","Mitreni",100638,
"Calarasi","Manastirea",104181,
"Calarasi","Modelu",92587,
"Calarasi","Nana",104323,
"Calarasi","Nic.Balcescu",104341,
"Calarasi","Perisoru",94223,
"Calarasi","Plataresti",104635,
"Calarasi","Radovanu",104751,
"Calarasi","Roseti",94312,
"Calarasi","Sarulesti",104886,
"Calarasi","Sohatu",105222,
"Calarasi","Spantov",105259,
"Calarasi","Soldanu",105384,
"Calarasi","Stefan Cel Mare",94562,
"Calarasi","Stefan Voda",94580,
"Calarasi","Tamadau Mare",105455,
"Calarasi","Ulmeni",105605,
"Calarasi","Ulmu",94606,
"Calarasi","Unirea",94651,
"Calarasi","Valea Argovei",105712,
"Calarasi","Vasilati",105829,
"Calarasi","Valcelele",94731,
"Calarasi","Vlad Tepes",94768,
"Cluj","Mun. Cluj-Napoca",54975,
"Cluj","Mun. Turda",55259,
"Cluj","Mun. Dej",55008,
"Cluj","Mun. Campia-Turzii",55357,
"Cluj","Mun. Gherla",55384,
"Cluj","Ors. Huedin",55446,
"Cluj","Comuna Aghiresu",55473,
"Cluj","Comuna Aiton",55598,
"Cluj","Comuna Alunis",55623,
"Cluj","Comuna Apahida",55687,
"Cluj","Comuna Aschileu",55776,
"Cluj","Comuna Baciu",55838,
"Cluj","Comuna Baisoara",55918,
"Cluj","Comuna Belis",56014,
"Cluj","Comuna Bobilna",56096,
"Cluj","Comuna Bontida",56210,
"Cluj","Comuna Borsa",56265,
"Cluj","Comuna Buza",56327,
"Cluj","Comuna Caianu",56354,
"Cluj","Comuna Calarasi",56425,
"Cluj","Comuna Calatele",56461,
"Cluj","Comuna Camarasu",56522,
"Cluj","Comuna Capusu Mare",56568,
"Cluj","Comuna Caseiu",56666,
"Cluj","Comuna Catina",56773,
"Cluj","Comuna Ceanu Mare",56844,
"Cluj","Comuna Chinteni",56988,
"Cluj","Comuna Chiuiesti",57083,
"Cluj","Comuna Citcau",57314,
"Cluj","Comuna Ciucea",57163,
"Cluj","Comuna Ciurila",57225,
"Cluj","Comuna Cojocna",57350,
"Cluj","Comuna Cornesti",57449,
"Cluj","Comuna Cuzdrioara",55062,
"Cluj","Comuna Dabica",57546,
"Cluj","Comuna Feleacu",57582,
"Cluj","Comuna Fizesu Gherlii",57644,
"Cluj","Comuna Floresti",57706,
"Cluj","Comuna Frata",57742,
"Cluj","Comuna Geaca",57831,
"Cluj","Comuna Gilau",57902,
"Cluj","Comuna Girbau",57948,
"Cluj","Comuna Iara",58008,
"Cluj","Comuna Iclod",58142,
"Cluj","Comuna Izvoru Crisului",58204,
"Cluj","Comuna Jichisu De Jos",55106,
"Cluj","Comuna Jucu",58259,
"Cluj","Comuna Luna",58311,
"Cluj","Comuna Maguri-Racatau",58357,
"Cluj","Comuna Manastireni",58393,
"Cluj","Comuna Margau",58464,
"Cluj","Comuna Marisel",58534,
"Cluj","Comuna Mica",55160,
"Cluj","Comuna Mihai Viteazu",55277,
"Cluj","Comuna Mintiu Gherlii",58552,
"Cluj","Comuna Mociu",58623,
"Cluj","Comuna Moldovenesti",58721,
"Cluj","Comuna Palatca",58794,
"Cluj","Comuna Panticeu",58856,
"Cluj","Comuna Petrestii De Jos",58918,
"Cluj","Comuna Ploscos",58990,
"Cluj","Comuna Poieni",59041,
"Cluj","Comuna Recea-Cristur",59130,
"Cluj","Comuna Risca",59238,
"Cluj","Comuna Sacuieu",59283,
"Cluj","Comuna Sandulesti",55311,
"Cluj","Comuna Savadisla",59327,
"Cluj","Comuna Sic",59416,
"Cluj","Comuna Sincraiu",59434,
"Cluj","Comuna Sinmartin",59498,
"Cluj","Comuna Sinpaul",59586,
"Cluj","Comuna Suatu",59657,
"Cluj","Comuna Taga",59826,
"Cluj","Comuna Tritenii De Jos",59693,
"Cluj","Comuna Tureni",59764,
"Cluj","Comuna Unguras",59880,
"Cluj","Comuna Vad",59942,
"Cluj","Comuna Valea Ierii",60026,
"Cluj","Comuna Viisoara",60062,
"Cluj","Comuna Vultureni",60099,
"Cluj","Comuna Negreni",60169,
"Constanta","Constanta",60419,
"Constanta","Mangalia",60482,
"Constanta","Medgidia",60847,
"Constanta","Baneasa",61069,
"Constanta","Basarabi",62360,
"Constanta","Cernavodă",60776,
"Constanta","Eforie",60455,
"Constanta","Hârşova",60801,
"Constanta","Negruvoda",62397,
"Constanta","Năvodari",60507,
"Constanta","Ovidiu",60687,
"Constanta","Techirghiol",60534,
"Constanta","Adamclisi",60883,
"Constanta","Agigea",60570,
"Constanta","Albeşti",60945,
"Constanta","Aliman",61005,
"Constanta","Amzacea",63198,
"Constanta","2 3 August",60598,
"Constanta","Bărăganu",63294,
"Constanta","Castelu",61121,
"Constanta","Cerchezu",61167,
"Constanta","Chirnogeni",61210,
"Constanta","Ciobanu",61256,
"Constanta","Ciocârlia",61283,
"Constanta","Cobadin",61318,
"Constanta","Costineşti",63286,
"Constanta","Cogealac",61372,
"Constanta","Comana",61452,
"Constanta","Corbu",61513,
"Constanta","Crucea",61559,
"Constanta","Cumpăna",61620,
"Constanta","Cuza Voda",63300,
"Constanta","Deleni",61675,
"Constanta","Dobromir",61737,
"Constanta","Dumbrăveni",63161,
"Constanta","Fantanele",63334,
"Constanta","Ghindăresţi",61826,
"Constanta","Gradina",63326,
"Constanta","Gârliciu",61808,
"Constanta","Horia",63278,
"Constanta","Independenţa",61871,
"Constanta","Ion Corvin",61951,
"Constanta","Istria",62020,
"Constanta","Limanu",60632,
"Constanta","Lipniţa",62057,
"Constanta","Lumina",63152,
"Constanta","Mereni",62137,
"Constanta","M. Kogălniceanu",62191,
"Constanta","M Viteazu",62253,
"Constanta","M Vodă",62280,
"Constanta","N Bălcescu",62440,
"Constanta","Oltina",62486,
"Constanta","Ostrov",62538,
"Constanta","Pantelimon",62609,
"Constanta","Pecineaga",62672,
"Constanta","Peştera",62707,
"Constanta","Poarta Albă",62761,
"Constanta","Rasova",62798,
"Constanta","Saraiu",62823,
"Constanta","Saligny",63318,
"Constanta","Săcele",62878,
"Constanta","Siliştea",62949,
"Constanta","Târguşor",62985,
"Constanta","Tuzla",60721,
"Constanta","Topalu",63045,
"Constanta","Topraisar",63072,
"Constanta","Tortomanu",63189,
"Constanta","Valu Lui Traian",63125,
"Constanta","Vulturu",63170,
"Constanta","Seimeni",62903,
"Covasna","Sf.Gheorghe",63394,
"Covasna","Tg.Secuiesc",63740,
"Covasna","Covasna",63526,
"Covasna","Baraolt",63447,
"Covasna","Int.Buzaului",63580,
"Covasna","Aita Mare",63777,
"Covasna","Batani",63802,
"Covasna","Belin",63866,
"Covasna","Bodoc",63893,
"Covasna","Borosneu",63937,
"Covasna","Brates",64005,
"Covasna","Bradut",64041,
"Covasna","Bretcu",64096,
"Covasna","Catalina",64130,
"Covasna","Cernat",64194,
"Covasna","Chichis",64238,
"Covasna","Dobarlau",64265,
"Covasna","Ghelinta",64318,
"Covasna","Ghidfalau",64345,
"Covasna","Haghig",64390,
"Covasna","Ilieni",64425,
"Covasna","Lemnia",64461,
"Covasna","Malnas",64504,
"Covasna","Moacsa",64568,
"Covasna","Ojdula",64602,
"Covasna","Ozun",64639,
"Covasna","Poian",64719,
"Covasna","Reci",64773,
"Covasna","Sanzieni",64826,
"Covasna","Turia",64871,
"Covasna","Valea Crisului",64906,
"Covasna","Valcele",64942,
"Covasna","Varghis",64997,
"Covasna","Zagon",65011,
"Covasna","Zabala",65048,
"Covasna","Comandau",63553,
"Covasna","Barcani",63633,
"Covasna","Sita Buzaului",63688,
"Covasna","Valea Mare",65099,
"Covasna","Mereni",65105,
"Covasna","Arcus",65113,
"Covasna","Bixad",65121,
"Covasna","Dalnic",65147,
"Covasna","Micfalau",65139,
"Covasna","Estelnic",65154,
"Dambovita","Mun.Targoviste",65342,
"Dambovita","Mun.Moreni",65841,
"Dambovita","Oras Fieni",65609,
"Dambovita","Oras Gaesti",65681,
"Dambovita","Oras Pucioasa",65921,
"Dambovita","Oras Titu",66081,
"Dambovita","Oras Racari",68627,
"Dambovita","Comuna Aninoasa",65379,
"Dambovita","Comuna Baleni",66198,
"Dambovita","Comuna Barbuletu",66223,
"Dambovita","Comuna Bezdead",66330,
"Dambovita","Comuna Bilciuresti",66401,
"Dambovita","Comuna Branesti",66009,
"Dambovita","Comuna Braniste",66152,
"Dambovita","Comuna Brezoaele",101341,
"Dambovita","Comuna Buciumeni",66438,
"Dambovita","Comuna Bucsani",66474,
"Dambovita","Comuna Butimanu",101564,
"Dambovita","Comuna Candesti",66526,
"Dambovita","Comuna Ciocanesti",101840,
"Dambovita","Comuna Cobia",66580,
"Dambovita","Comuna Cojasca",66697,
"Dambovita","Comuna Comisani",66731,
"Dambovita","Comuna Contesti",66768,
"Dambovita","Comuna Corbii Mari",66857,
"Dambovita","Comuna Cornatelu",66955,
"Dambovita","Comuna Cornesti",67014,
"Dambovita","Comuna Costesti Vale",67121,
"Dambovita","Comuna Cranguri",67167,
"Dambovita","Comuna Crevedia",102286,
"Dambovita","Comuna Darmanesti",67256,
"Dambovita","Comuna Dobra",67292,
"Dambovita","Comuna Doicesti",65413,
"Dambovita","Comuna Dragodana",67327,
"Dambovita","Comuna Dragomiresti",67407,
"Dambovita","Comuna Finta",67470,
"Dambovita","Comuna Glodeni",67522,
"Dambovita","Comuna Gura Foii",65707,
"Dambovita","Comuna Gura Ocnitei",67595,
"Dambovita","Comuna Gura Sutii",67648,
"Dambovita","Comuna Hulubesti",67675,
"Dambovita","Comuna I. L. Caragiale",67737,
"Dambovita","Comuna Iedera",65869,
"Dambovita","Comuna Lucieni",67773,
"Dambovita","Comuna Ludesti",67835,
"Dambovita","Comuna Lunguletu",67906,
"Dambovita","Comuna Malu Cu Flori",67942,
"Dambovita","Comuna Manesti",68002,
"Dambovita","Comuna Matasaru",68048,
"Dambovita","Comuna Mogosani",68128,
"Dambovita","Comuna Moroieni",68182,
"Dambovita","Comuna Morteni",68253,
"Dambovita","Comuna Motaieni",65645,
"Dambovita","Comuna Niculesti",104387,
"Dambovita","Comuna Nucet",68280,
"Dambovita","Comuna Ocnita",68324,
"Dambovita","Comuna Odobesti",68342,
"Dambovita","Comuna Persinari",179935,
"Dambovita","Comuna Petresti",65752,
"Dambovita","Comuna Pietrari",179908,
"Dambovita","Comuna Pietrosita",68404,
"Dambovita","Comuna Poiana",68431,
"Dambovita","Comuna Potlogi",68468,
"Dambovita","Comuna Produlesti",68529,
